Country_ISO3,Year,Technology,Value
SRB,2010,Other Renewables,1.0
SRB,2010,Renewable Energy Integration in Buildings,0.5
SRB,2010,Solar,2.33
SRB,2010,Storage (not electromobility),1.5
SRB,2010,Wind,1.0
SRB,2015,All technologies (total patents),34.77
SRB,2015,Building Energy Efficiency,1.0
SRB,2015,Industry Energy Efficiency or substitution,0.5
SRB,2015,Other Energy Efficiency ,1.5
SRB,2015,Renewable Energy Integration in Buildings,1.0
SRB,2015,Wind,1.0
SRB,2016,All technologies (total patents),49.25
SRB,2016,Hydro,1.0
SRB,2016,Other Energy Efficiency ,1.0
SRB,2016,Other Renewables,1.0
SRB,2016,Renewable Energy Integration in Buildings,2.0
SRB,2016,Solar,2.0
SRB,2016,Wind,1.0
SRB,2017,All technologies (total patents),51.62
SRB,2017,Building Energy Efficiency,2.7
SRB,2017,Hybrid - Electric - Electromobility,0.5
SRB,2017,Hydro,1.0
SRB,2017,Hydrogen and Fuel Cells,1.0
SRB,2017,Industry Energy Efficiency or substitution,0.5
SRB,2017,Nuclear,0.33
SRB,2017,Other Renewables,2.0
SRB,2018,All technologies (total patents),55.2
SRB,2018,Building Energy Efficiency,1.0
SRB,2018,Hydro,2.0
SRB,2018,Hydrogen and Fuel Cells,1.0
SRB,2018,Other Energy Efficiency ,1.0
SRB,2018,Other Road Transport,1.0
SRB,2018,Storage (not electromobility),0.67
SRB,2018,Wind,1.0
SRB,2019,All technologies (total patents),61.29
SRB,2019,Hydrogen and Fuel Cells,2.0
SRB,2019,Solar,2.0
SRB,2019,Wind,0.33
STP,1990,All technologies (total patents),2.5
STP,2000,All technologies (total patents),0.5
STP,2010,All technologies (total patents),0.5
SUR,2010,All technologies (total patents),0.58
SUR,2016,All technologies (total patents),0.83
SUR,2017,All technologies (total patents),0.83
SVK,1990,All technologies (total patents),83.42
SVK,1990,Industry Energy Efficiency or substitution,1.5
SVK,1990,Other Road Transport,0.5
SVK,2000,All technologies (total patents),54.87
SVK,2000,Hydro,0.33
SVK,2000,Storage (not electromobility),0.83
SVK,2005,All technologies (total patents),69.08
SVK,2005,Bioenergy,0.5
SVK,2005,Building Energy Efficiency,1.0
SVK,2005,Industry Energy Efficiency or substitution,0.5
SVK,2005,Other Energy Efficiency ,0.33
SVK,2005,Solar,1.17
SVK,2010,Air - Rail - Marine,1.83
SVK,2010,All technologies (total patents),98.72
SVK,2010,Bioenergy,0.5
SVK,2010,Building Energy Efficiency,1.0
SVK,2010,Other Energy Efficiency ,1.0
SVK,2010,Other Road Transport,0.5
SVK,2010,Renewable Energy Integration in Buildings,2.83
SVK,2010,Solar,8.33
SVK,2010,Storage (not electromobility),0.83
SVK,2010,Wind,1.0
SVK,2015,Air - Rail - Marine,1.0
SVK,2015,All technologies (total patents),122.25
SVK,2015,Hydro,4.0
SVK,2015,Industry Energy Efficiency or substitution,2.0
SVK,2015,Nuclear,2.0
SVK,2015,Other Energy Efficiency ,1.0
SVK,2015,Other Renewables,3.0
SVK,2015,Other Road Transport,0.5
SVK,2015,Solar,6.0
SVK,2015,Storage (not electromobility),2.83
SVK,2015,Wind,1.0
SVK,2016,Air - Rail - Marine,1.33
SVK,2016,All technologies (total patents),148.18
SVK,2016,Bioenergy,3.0
SVK,2016,Building Energy Efficiency,0.5
SVK,2016,Industry Energy Efficiency or substitution,1.7
SVK,2016,Other Energy Efficiency ,1.0
SVK,2016,Other Renewables,1.0
SVK,2016,Other Road Transport,1.08
SVK,2016,Renewable Energy Integration in Buildings,0.83
SVK,2016,Solar,2.16
SVK,2016,Storage (not electromobility),1.0
SVK,2016,Wind,2.5
SVK,2017,Air - Rail - Marine,2.0
SVK,2017,All technologies (total patents),120.4
SVK,2017,Bioenergy,4.0
SVK,2017,Building Energy Efficiency,1.0
SVK,2017,Hybrid - Electric - Electromobility,3.5
SVK,2017,Industry Energy Efficiency or substitution,0.2
SVK,2017,Other Road Transport,2.67
SVK,2017,Solar,0.61
SVK,2017,Storage (not electromobility),1.33
SVK,2017,Wind,1.5
SVK,2018,Air - Rail - Marine,1.0
SVK,2018,All technologies (total patents),129.16
SVK,2018,Building Energy Efficiency,1.0
SVK,2018,Hybrid - Electric - Electromobility,2.4
SVK,2018,Hydrogen and Fuel Cells,0.66
SVK,2018,Industry Energy Efficiency or substitution,1.5
SVK,2018,Nuclear,1.0
SVK,2018,Other Road Transport,0.5
SVK,2018,Renewable Energy Integration in Buildings,3.0
SVK,2018,Solar,4.0
SVK,2018,Storage (not electromobility),4.0
SVK,2019,All technologies (total patents),112.28
SVK,2019,Bioenergy,1.0
SVK,2019,Building Energy Efficiency,2.0
SVK,2019,Hybrid - Electric - Electromobility,1.7
SVK,2019,Nuclear,0.5
SVK,2019,Other Renewables,1.0
SVK,2019,Other Road Transport,1.0
SVK,2019,Storage (not electromobility),1.0
SVK,2019,Wind,1.0
SVN,1990,All technologies (total patents),23.0
SVN,2000,All technologies (total patents),80.45
SVN,2000,Building Energy Efficiency,2.0
SVN,2000,Hydro,0.33
SVN,2000,Other Energy Efficiency ,0.5
SVN,2000,Storage (not electromobility),1.33
SVN,2005,Air - Rail - Marine,1.0
SVN,2005,All technologies (total patents),158.0
SVN,2005,Building Energy Efficiency,3.0
SVN,2005,Hybrid - Electric - Electromobility,2.0
SVN,2005,Storage (not electromobility),1.0
SVN,2010,All technologies (total patents),203.53
SVN,2010,Building Energy Efficiency,4.0
SVN,2010,Hybrid - Electric - Electromobility,1.0
SVN,2010,Hydro,1.0
SVN,2010,Other Energy Efficiency ,2.0
SVN,2010,Other Road Transport,1.0
SVN,2010,Renewable Energy Integration in Buildings,2.0
SVN,2010,Solar,5.0
SVN,2010,Storage (not electromobility),2.5
SVN,2010,Wind,1.0
SVN,2015,All technologies (total patents),162.08
SVN,2015,Building Energy Efficiency,4.0
SVN,2015,Hybrid - Electric - Electromobility,2.5
SVN,2015,Industry Energy Efficiency or substitution,3.0
SVN,2015,Other Energy Efficiency ,2.0
SVN,2015,Other Road Transport,2.0
SVN,2015,Renewable Energy Integration in Buildings,2.0
SVN,2015,Solar,0.5
SVN,2015,Wind,2.0
SVN,2016,All technologies (total patents),170.61
SVN,2016,Building Energy Efficiency,4.0
SVN,2016,Hybrid - Electric - Electromobility,2.5
SVN,2016,Industry Energy Efficiency or substitution,1.0
SVN,2016,Other Renewables,2.0
SVN,2016,Other Road Transport,2.0
SVN,2016,Renewable Energy Integration in Buildings,3.0
SVN,2016,Storage (not electromobility),3.0
SVN,2017,Air - Rail - Marine,1.0
SVN,2017,All technologies (total patents),207.35
SVN,2017,Building Energy Efficiency,2.5
SVN,2017,Hybrid - Electric - Electromobility,1.0
SVN,2017,Hydro,1.0
SVN,2017,Hydrogen and Fuel Cells,2.0
SVN,2017,Industry Energy Efficiency or substitution,1.0
SVN,2017,Other Energy Efficiency ,1.0
SVN,2017,Other Road Transport,1.0
SVN,2017,Renewable Energy Integration in Buildings,1.0
SVN,2017,Storage (not electromobility),1.5
SVN,2018,All technologies (total patents),153.41
SVN,2018,Bioenergy,2.0
SVN,2018,Building Energy Efficiency,4.5
SVN,2018,Hydro,1.0
SVN,2018,Hydrogen and Fuel Cells,1.5
SVN,2018,Industry Energy Efficiency or substitution,1.0
SVN,2018,Other Energy Efficiency ,1.0
SVN,2018,Storage (not electromobility),2.17
SVN,2019,All technologies (total patents),192.43
SVN,2019,Building Energy Efficiency,1.0
SVN,2019,Hybrid - Electric - Electromobility,2.33
SVN,2019,Hydro,1.0
SVN,2019,Hydrogen and Fuel Cells,1.0
SVN,2019,Industry Energy Efficiency or substitution,2.0
SVN,2019,Other Energy Efficiency ,1.0
SVN,2019,Other Renewables,1.0
SVN,2019,Other Road Transport,1.0
SVN,2019,Renewable Energy Integration in Buildings,1.67
SVN,2019,Solar,4.34
SVN,2019,Storage (not electromobility),1.67
SWE,1990,All technologies (total patents),1503.17
SWE,1990,Bioenergy,2.0
SWE,1990,Building Energy Efficiency,7.0
SWE,1990,Grid,2.0
SWE,1990,Hybrid - Electric - Electromobility,2.0
SWE,1990,Hydro,2.0
SWE,1990,Industry Energy Efficiency or substitution,10.0
SWE,1990,Nuclear,11.5
SWE,1990,Other Energy Efficiency ,6.0
SWE,1990,Other Road Transport,8.0
SWE,1990,Solar,1.0
SWE,1990,Storage (not electromobility),1.5
SWE,1990,Wind,1.0
SWE,2000,Air - Rail - Marine,7.0
SWE,2000,All technologies (total patents),3708.88
SWE,2000,Bioenergy,2.5
SWE,2000,Building Energy Efficiency,9.83
SWE,2000,Carbon Capture and Storage,1.0
SWE,2000,Grid,6.5
SWE,2000,Hybrid - Electric - Electromobility,8.0
SWE,2000,Hydrogen and Fuel Cells,6.83
SWE,2000,Industry Energy Efficiency or substitution,6.5
SWE,2000,Nuclear,6.0
SWE,2000,Other Energy Efficiency ,21.83
SWE,2000,Other Road Transport,27.5
SWE,2000,Renewable Energy Integration in Buildings,3.0
SWE,2000,Solar,10.0
SWE,2000,Storage (not electromobility),11.17
SWE,2000,Wind,6.5
SWE,2005,Air - Rail - Marine,3.5
SWE,2005,All technologies (total patents),2954.11
SWE,2005,Bioenergy,5.0
SWE,2005,Building Energy Efficiency,8.83
SWE,2005,Grid,7.33
SWE,2005,Hybrid - Electric - Electromobility,30.0
SWE,2005,Hydro,1.5
SWE,2005,Hydrogen and Fuel Cells,6.08
SWE,2005,Industry Energy Efficiency or substitution,11.33
SWE,2005,Nuclear,6.75
SWE,2005,Other Energy Efficiency ,29.16
SWE,2005,Other Renewables,1.0
SWE,2005,Other Road Transport,36.5
SWE,2005,Renewable Energy Integration in Buildings,3.0
SWE,2005,Solar,5.0
SWE,2005,Storage (not electromobility),7.33
SWE,2005,Wind,4.33
SWE,2010,Air - Rail - Marine,4.0
SWE,2010,All technologies (total patents),3090.15
SWE,2010,Bioenergy,22.82
SWE,2010,Building Energy Efficiency,28.159999999999997
SWE,2010,Carbon Capture and Storage,5.33
SWE,2010,Grid,3.0
SWE,2010,Hybrid - Electric - Electromobility,36.83
SWE,2010,Hydro,2.0
SWE,2010,Hydrogen and Fuel Cells,7.75
SWE,2010,Industry Energy Efficiency or substitution,11.58
SWE,2010,Nuclear,10.5
SWE,2010,Other Energy Efficiency ,46.33
SWE,2010,Other Renewables,11.0
SWE,2010,Other Road Transport,76.4
SWE,2010,Renewable Energy Integration in Buildings,7.0
SWE,2010,Solar,18.5
SWE,2010,Storage (not electromobility),12.58
SWE,2010,Wind,8.75
SWE,2015,Agriculture Energy Efficiency,0.5
SWE,2015,Air - Rail - Marine,3.75
SWE,2015,All technologies (total patents),2961.21
SWE,2015,Bioenergy,12.83
SWE,2015,Building Energy Efficiency,28.0
SWE,2015,Carbon Capture and Storage,1.0
SWE,2015,Grid,2.0
SWE,2015,Hybrid - Electric - Electromobility,49.25
SWE,2015,Hydro,1.0
SWE,2015,Hydrogen and Fuel Cells,4.5
SWE,2015,Industry Energy Efficiency or substitution,36.83
SWE,2015,Nuclear,5.0
SWE,2015,Other Energy Efficiency ,65.33
SWE,2015,Other Renewables,10.0
SWE,2015,Other Road Transport,66.33
SWE,2015,Renewable Energy Integration in Buildings,8.0
SWE,2015,Solar,15.08
SWE,2015,Storage (not electromobility),14.33
SWE,2015,Wind,5.5
SWE,2016,Agriculture Energy Efficiency,2.0
SWE,2016,Air - Rail - Marine,8.83
SWE,2016,All technologies (total patents),3109.9
SWE,2016,Bioenergy,18.92
SWE,2016,Building Energy Efficiency,29.33
SWE,2016,Carbon Capture and Storage,1.5
SWE,2016,Grid,2.0
SWE,2016,Hybrid - Electric - Electromobility,38.5
SWE,2016,Hydro,3.0
SWE,2016,Hydrogen and Fuel Cells,8.66
SWE,2016,Industry Energy Efficiency or substitution,30.67
SWE,2016,Nuclear,5.0
SWE,2016,Other Energy Efficiency ,54.8
SWE,2016,Other Renewables,5.33
SWE,2016,Other Road Transport,80.33
SWE,2016,Renewable Energy Integration in Buildings,2.67
SWE,2016,Solar,14.11
SWE,2016,Storage (not electromobility),26.67
SWE,2016,Wind,4.58
SWE,2017,Air - Rail - Marine,6.0
SWE,2017,All technologies (total patents),3165.51
SWE,2017,Bioenergy,22.33
SWE,2017,Building Energy Efficiency,33.33
SWE,2017,Carbon Capture and Storage,2.5
SWE,2017,Grid,4.5
SWE,2017,Hybrid - Electric - Electromobility,50.75
SWE,2017,Hydro,1.5
SWE,2017,Hydrogen and Fuel Cells,12.0
SWE,2017,Industry Energy Efficiency or substitution,31.45
SWE,2017,Nuclear,5.5
SWE,2017,Other Energy Efficiency ,72.21000000000001
SWE,2017,Other Renewables,7.0
SWE,2017,Other Road Transport,53.5
SWE,2017,Renewable Energy Integration in Buildings,4.83
SWE,2017,Solar,24.17
SWE,2017,Storage (not electromobility),18.5
SWE,2017,Wind,10.0
SWE,2018,Agriculture Energy Efficiency,1.0
SWE,2018,Air - Rail - Marine,6.0
SWE,2018,All technologies (total patents),3234.02
SWE,2018,Bioenergy,7.83
SWE,2018,Building Energy Efficiency,28.5
SWE,2018,Carbon Capture and Storage,0.5
SWE,2018,Grid,7.0
SWE,2018,Hybrid - Electric - Electromobility,59.0
SWE,2018,Hydro,1.5
SWE,2018,Hydrogen and Fuel Cells,5.83
SWE,2018,Industry Energy Efficiency or substitution,38.33
SWE,2018,Nuclear,2.33
SWE,2018,Other Energy Efficiency ,83.53
SWE,2018,Other Renewables,8.0
SWE,2018,Other Road Transport,42.0
SWE,2018,Renewable Energy Integration in Buildings,6.0
SWE,2018,Solar,30.04
SWE,2018,Storage (not electromobility),36.33
SWE,2018,Wind,6.0
SWE,2019,Agriculture Energy Efficiency,1.0
SWE,2019,Air - Rail - Marine,2.0
SWE,2019,All technologies (total patents),3215.46
SWE,2019,Bioenergy,9.5
SWE,2019,Building Energy Efficiency,24.67
SWE,2019,Grid,3.67
SWE,2019,Hybrid - Electric - Electromobility,56.83
SWE,2019,Hydro,2.0
SWE,2019,Hydrogen and Fuel Cells,4.33
SWE,2019,Industry Energy Efficiency or substitution,40.66
SWE,2019,Nuclear,6.0
SWE,2019,Other Energy Efficiency ,84.78
SWE,2019,Other Renewables,4.5
SWE,2019,Other Road Transport,26.0
SWE,2019,Renewable Energy Integration in Buildings,8.0
SWE,2019,Solar,18.14
SWE,2019,Storage (not electromobility),25.5
SWE,2019,Wind,3.0
SWZ,1990,All technologies (total patents),1.0
SWZ,2000,All technologies (total patents),0.95
SWZ,2005,All technologies (total patents),2.08
SWZ,2010,All technologies (total patents),0.94
SWZ,2015,All technologies (total patents),1.83
SWZ,2015,Building Energy Efficiency,0.33
SWZ,2017,All technologies (total patents),0.67
SWZ,2019,Air - Rail - Marine,0.5
SWZ,2019,All technologies (total patents),0.83
SYC,1990,All technologies (total patents),0.5
SYC,2000,All technologies (total patents),2.33
SYC,2005,All technologies (total patents),1.2
SYC,2010,All technologies (total patents),2.5
SYC,2015,Air - Rail - Marine,0.33
SYC,2015,All technologies (total patents),0.83
SYC,2016,All technologies (total patents),3.33
SYC,2016,Hybrid - Electric - Electromobility,0.5
SYC,2016,Storage (not electromobility),0.5
SYC,2017,All technologies (total patents),3.0
SYC,2018,Air - Rail - Marine,0.33
SYC,2018,All technologies (total patents),1.75
SYC,2019,All technologies (total patents),2.17
SYR,1990,All technologies (total patents),0.5
SYR,2000,All technologies (total patents),4.58
SYR,2005,All technologies (total patents),3.5
SYR,2005,Other Road Transport,1.0
SYR,2010,All technologies (total patents),5.83
SYR,2015,All technologies (total patents),2.67
SYR,2015,Other Renewables,1.0
SYR,2016,All technologies (total patents),3.03
SYR,2017,All technologies (total patents),2.53
SYR,2018,All technologies (total patents),1.5
SYR,2019,All technologies (total patents),2.5
TCD,2015,All technologies (total patents),0.5
TGO,2005,All technologies (total patents),0.33
TGO,2015,All technologies (total patents),4.33
TGO,2015,Industry Energy Efficiency or substitution,3.33
TGO,2016,All technologies (total patents),1.5
THA,1990,All technologies (total patents),5.83
THA,2000,All technologies (total patents),61.92
THA,2000,Bioenergy,1.0
THA,2000,Other Energy Efficiency ,1.33
THA,2005,All technologies (total patents),80.8
THA,2005,Building Energy Efficiency,1.0
THA,2005,Hybrid - Electric - Electromobility,1.0
THA,2005,Hydrogen and Fuel Cells,0.75
THA,2005,Other Energy Efficiency ,2.08
THA,2005,Storage (not electromobility),1.0
THA,2005,Wind,0.5
THA,2010,All technologies (total patents),118.18
THA,2010,Building Energy Efficiency,5.5
THA,2010,Hybrid - Electric - Electromobility,2.83
THA,2010,Hydro,1.0
THA,2010,Hydrogen and Fuel Cells,0.83
THA,2010,Industry Energy Efficiency or substitution,1.0
THA,2010,Other Energy Efficiency ,0.33
THA,2010,Other Road Transport,0.58
THA,2010,Renewable Energy Integration in Buildings,1.0
THA,2010,Solar,2.75
THA,2010,Storage (not electromobility),1.0
THA,2010,Wind,2.0
THA,2015,All technologies (total patents),148.51
THA,2015,Bioenergy,3.5
THA,2015,Building Energy Efficiency,1.0
THA,2015,Hybrid - Electric - Electromobility,1.0
THA,2015,Industry Energy Efficiency or substitution,2.33
THA,2015,Other Energy Efficiency ,1.0
THA,2015,Other Renewables,1.0
THA,2015,Other Road Transport,2.0
THA,2015,Renewable Energy Integration in Buildings,0.5
THA,2015,Solar,2.33
THA,2015,Storage (not electromobility),1.0
THA,2015,Wind,1.0
THA,2016,Agriculture Energy Efficiency,1.0
THA,2016,All technologies (total patents),159.65
THA,2016,Bioenergy,2.0
THA,2016,Building Energy Efficiency,2.5
THA,2016,Hybrid - Electric - Electromobility,0.5
THA,2016,Hydro,1.0
THA,2016,Renewable Energy Integration in Buildings,0.5
THA,2016,Solar,2.0
THA,2016,Storage (not electromobility),3.5
THA,2017,Air - Rail - Marine,0.5
THA,2017,All technologies (total patents),150.87
THA,2017,Bioenergy,2.0
THA,2017,Building Energy Efficiency,4.0
THA,2017,Hybrid - Electric - Electromobility,1.5
THA,2017,Hydrogen and Fuel Cells,0.25
THA,2017,Industry Energy Efficiency or substitution,0.25
THA,2017,Solar,2.0
THA,2017,Storage (not electromobility),1.0
THA,2018,Air - Rail - Marine,0.5
THA,2018,All technologies (total patents),146.5
THA,2018,Bioenergy,2.0
THA,2018,Carbon Capture and Storage,2.0
THA,2018,Hybrid - Electric - Electromobility,1.0
THA,2018,Hydro,1.0
THA,2018,Industry Energy Efficiency or substitution,2.0
THA,2018,Storage (not electromobility),1.0
THA,2019,All technologies (total patents),126.14
THA,2019,Hybrid - Electric - Electromobility,0.5
THA,2019,Industry Energy Efficiency or substitution,1.5
THA,2019,Renewable Energy Integration in Buildings,1.0
THA,2019,Solar,1.0
THA,2019,Storage (not electromobility),1.0
TJK,2005,All technologies (total patents),1.67
TJK,2005,Other Road Transport,0.33
TJK,2015,All technologies (total patents),1.0
TJK,2016,All technologies (total patents),2.0
TJK,2017,All technologies (total patents),2.0
TJK,2018,All technologies (total patents),3.0
TJK,2018,Industry Energy Efficiency or substitution,1.0
TKM,2005,All technologies (total patents),1.0
TKM,2015,All technologies (total patents),1.0
TKM,2016,All technologies (total patents),2.0
TKM,2017,All technologies (total patents),1.0
TKM,2018,All technologies (total patents),1.0
TKM,2018,Other Renewables,1.0
TLS,2019,All technologies (total patents),1.0
TON,2005,All technologies (total patents),1.25
TON,2017,All technologies (total patents),1.5
TTO,1990,All technologies (total patents),1.0
TTO,1990,Other Road Transport,1.0
TTO,2000,All technologies (total patents),1.0
TTO,2005,All technologies (total patents),13.7
TTO,2005,Carbon Capture and Storage,0.67
TTO,2005,Industry Energy Efficiency or substitution,0.67
TTO,2010,All technologies (total patents),6.28
TTO,2010,Solar,0.2
TTO,2015,All technologies (total patents),2.83
TTO,2016,All technologies (total patents),5.17
TTO,2017,All technologies (total patents),11.83
TTO,2018,All technologies (total patents),7.58
TTO,2019,All technologies (total patents),2.58
TUN,1990,All technologies (total patents),2.33
TUN,2000,All technologies (total patents),8.03
TUN,2005,All technologies (total patents),23.99
TUN,2005,Other Road Transport,0.5
TUN,2010,All technologies (total patents),23.0
TUN,2010,Bioenergy,0.5
TUN,2010,Hybrid - Electric - Electromobility,0.5
TUN,2010,Other Energy Efficiency ,0.33
TUN,2010,Other Renewables,1.0
TUN,2010,Storage (not electromobility),1.83
TUN,2010,Wind,1.0
TUN,2015,All technologies (total patents),9.42
TUN,2015,Bioenergy,2.0
TUN,2015,Storage (not electromobility),0.83
TUN,2016,All technologies (total patents),20.63
TUN,2016,Hydrogen and Fuel Cells,0.5
TUN,2016,Renewable Energy Integration in Buildings,1.0
TUN,2016,Solar,1.0
TUN,2016,Wind,0.5
TUN,2017,All technologies (total patents),22.2
TUN,2017,Other Energy Efficiency ,0.5
TUN,2018,All technologies (total patents),19.67
TUN,2018,Building Energy Efficiency,0.5
TUN,2018,Other Renewables,1.0
TUN,2018,Wind,1.0
TUN,2019,All technologies (total patents),17.67
TUN,2019,Hybrid - Electric - Electromobility,1.0
TUR,1990,All technologies (total patents),7.2
TUR,2000,Air - Rail - Marine,1.0
TUR,2000,All technologies (total patents),85.87
TUR,2000,Building Energy Efficiency,1.0
